"item","num_strokes","radical","strokes","r_stroke","lexicality","level","CHRCount","logCHR","v1","v1_label"
"胱侘",10,"月","撇,横折钩,横,横,点,点,横撇/横钩,撇,横,竖弯钩","撇,横折钩,横,横",0,1,NA,NA,"",NA
"臑旷",7,"月","撇,横折钩,横,横,点,横,撇","撇,横折钩,横,横",0,1,NA,NA,"",NA
"臑渼",13,"月","撇,横折钩,横,横,点,撇,横,横,竖,横,横,撇,捺","撇,横折钩,横,横",0,1,NA,NA,"",NA
"脲眼",10,"月","撇,横折钩,横,横,横折,横,横,竖提,撇,捺","撇,横折钩,横,横",0,1,NA,NA,"",NA
"蛙凉",14,"虫","竖,横折,横,竖,横,点,点,横,竖,横折,横,竖钩,撇,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蚪眈",10,"虫","竖,横折,横,竖,横,点,点,横撇/横钩,撇,竖弯钩","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蛆控",14,"虫","竖,横折,横,竖,横,点,点,点,横撇/横钩,撇,点,横,竖,横","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蝘泣",11,"虫","竖,横折,横,竖,横,点,点,横,点,撇,横","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蚶驴",10,"虫","竖,横折,横,竖,横,点,点,横折,横,撇","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蜷咏",11,"虫","竖,横折,横,竖,横,点,点,横折钩,横撇/横钩,撇,捺","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蛭珌",11,"虫","竖,横折,横,竖,横,点,点,斜钩,点,撇,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蝻镩",18,"虫","竖,横折,横,竖,横,点,点,点,横撇/横钩,撇,点,竖,横折,横,竖,横折,横,竖","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"𬟽涫",14,"虫","竖,横折,横,竖,横,点,点,点,横撇/横钩,竖,横折,横,横折,横","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"䗖礅",18,"虫","竖,横折,横,竖,横,点,点,横,竖,横折,横,横撇/横钩,竖钩,提,撇,横,撇,捺","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蟋增",18,"虫","竖,横折,横,竖,横,点,点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"虼汉",8,"虫","竖,横折,横,竖,横,点,横撇/横钩,捺","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蟠楗",14,"虫","竖,横折,横,竖,横,点,横折,横,横,横,横,竖,横折折撇,捺","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蝣棣",14,"虫","竖,横折,横,竖,横,点,横折,横,横,竖钩,点,提,撇,捺","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蝲缛",16,"虫","竖,横折,横,竖,横,点,横,撇,横,横,竖提,撇,捺,横,竖钩,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蜞硔",12,"虫","竖,横折,横,竖,横,点,横,竖,竖,横,撇,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蛔朽",8,"虫","竖,横折,横,竖,横,点,横,竖折折钩","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"螂揸",15,"虫","竖,横折,横,竖,横,点,横,竖,撇,捺,竖,横折,横,横,横","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蚁桓",12,"虫","竖,横折,横,竖,横,点,横,竖,横折,横,横,横","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蠖璥",18,"虫","竖,横折,横,竖,横,点,横,竖,竖,撇,横折钩,竖,横折,横,撇,横,撇,捺","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"碓凛",18,"石","横,撇,竖,横折,横,点,横,竖,横折,竖,横折,横,横,横,横,竖钩,撇,点","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"碚涧",12,"石","横,撇,竖,横折,横,点,竖,横折钩,竖,横折,横,横","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"磙咪",11,"石","横,撇,竖,横折,横,点,撇,横,竖,撇,捺","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"砆眈",9,"石","横,撇,竖,横折,横,点,横撇/横钩,撇,竖弯钩","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"磙儴",22,"石","横,撇,竖,横折,横,点,横,竖,横折,横,竖,横折,横,横,横,竖,竖,横,撇,竖提,撇,捺","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"砣柿",10,"石","横,撇,竖,横折,横,点,横,竖,横折钩,竖","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"硭聍",10,"石","横,撇,竖,横折,横,点,点,横撇/横钩,横,竖钩","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"破啜",13,"石","横,撇,竖,横折,横,横撇/横钩,点,横撇/横钩,点,横撇/横钩,点,横撇/横钩,捺","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"砆腿",14,"石","横,撇,竖,横折,横,横折,横,横,竖提,撇,点,点,横折折撇,捺","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"筤茕",11,"竹","撇,横,点,撇,横,点,点,横撇/横钩,横折弯钩/横斜钩,横,竖","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"籥茓",11,"竹","撇,横,点,撇,横,点,点,点,横撇/横钩,撇,捺","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"筶茫",12,"竹","撇,横,点,撇,横,点,点,点,提,点,横,竖折/竖弯","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"箕荠",12,"竹","撇,横,点,撇,横,点,点,横,撇,捺,撇,竖","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"竺令",9,"竹","撇,横,点,撇,横,点,点,横撇/横钩,点","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"爟澈",16,"火","点,撇,撇,点,点,横,撇折,点,竖,横折钩,横,横,撇,横,撇,捺","点,撇,撇,点",0,1,NA,NA,"",NA
"煟镩",16,"火","点,撇,撇,点,点,点,横撇/横钩,撇,点,竖,横折,横,竖,横折,横,竖","点,撇,撇,点",0,1,NA,NA,"",NA
"烜镝",15,"火","点,撇,撇,点,点,横,点,撇,竖,横折钩,横,竖,竖,横折,横","点,撇,撇,点",0,1,NA,NA,"",NA
"烧鹾",13,"火","点,撇,撇,点,点,撇,横,横,横,撇,横,竖,横","点,撇,撇,点",0,1,NA,NA,"",NA
"熄深",12,"火","点,撇,撇,点,点,横撇/横钩,撇,点,横,竖,撇,捺","点,撇,撇,点",0,1,NA,NA,"",NA
"熥硫",11,"火","点,撇,撇,点,点,横,撇折,点,撇,竖,竖弯钩","点,撇,撇,点",0,1,NA,NA,"",NA
"烙𬙂",15,"火","点,撇,撇,点,点,点,横撇/横钩,横,竖,横折,横,竖,横,撇,点","点,撇,撇,点",0,1,NA,NA,"",NA
"灶桎",10,"火","点,撇,撇,点,横,撇折,点,横,竖,横","点,撇,撇,点",0,1,NA,NA,"",NA
"煴螬",15,"火","点,撇,撇,点,横,竖,横折,横,竖,竖,横,竖,横折,横,横","点,撇,撇,点",0,1,NA,NA,"",NA
"煃琳",12,"火","点,撇,撇,点,横,竖,撇,点,横,竖,撇,捺","点,撇,撇,点",0,1,NA,NA,"",NA
"炼贼",10,"火","点,撇,撇,点,横,横,撇,斜钩,撇,点","点,撇,撇,点",0,1,NA,NA,"",NA
"烨盱",7,"火","点,撇,撇,点,横,横,竖钩","点,撇,撇,点",0,1,NA,NA,"",NA
"煋鲯",12,"火","点,撇,撇,点,横,竖,竖,横,横,横,撇,点","点,撇,撇,点",0,1,NA,NA,"",NA
"逶庐",7,"辶","点,横折,横,撇,点,横折折撇,捺","点,横折折撇,捺",0,1,NA,NA,"",NA
"迨疔",5,"辶","横,竖钩,点,横折折撇,捺","点,横折折撇,捺",0,1,NA,NA,"",NA
"迤痔",9,"辶","横,竖,横,横,竖钩,点,点,横折折撇,捺","点,横折折撇,捺",0,1,NA,NA,"",NA
"遏屃",7,"辶","竖,横折,撇,点,点,横折折撇,捺","点,横折折撇,捺",0,1,NA,NA,"",NA
"疙逑",12,"疒","点,横,撇,点,提,横,竖钩,点,提,撇,点,点","点,横,撇,点,提",0,1,NA,NA,"",NA
"疸逼",14,"疒","点,横,撇,点,提,横,竖,横折,横,竖,横折,横,竖,横","点,横,撇,点,提",0,1,NA,NA,"",NA
"痞庆",8,"疒","点,横,撇,点,提,横,撇,捺","点,横,撇,点,提",0,1,NA,NA,"",NA
"瘆度",11,"疒","点,横,撇,点,提,横,竖,竖,横,横撇/横钩,捺","点,横,撇,点,提",0,1,NA,NA,"",NA
"瘅库",9,"疒","点,横,撇,点,提,横,撇折,横,竖","点,横,撇,点,提",0,1,NA,NA,"",NA
"疟魉",12,"疒","点,横,撇,点,提,横,竖,横折钩,撇,点,撇,点","点,横,撇,点,提",0,1,NA,NA,"",NA
"瘤迺",11,"疒","点,横,撇,点,提,横,竖,横折,撇,竖折/竖弯,横","点,横,撇,点,提",0,1,NA,NA,"",NA
"病魅",10,"疒","点,横,撇,点,提,横,横,竖,撇,捺","点,横,撇,点,提",0,1,NA,NA,"",NA
"癀展",12,"疒","点,横,撇,点,提,横,竖,竖,横,竖提,撇,捺","点,横,撇,点,提",0,1,NA,NA,"",NA
"跌涫",15,"足","竖,横折,横,竖,横,竖,提,点,点,横撇/横钩,竖,横折,横,横折,横","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"距舣",10,"足","竖,横折,横,竖,横,竖,提,点,撇,捺","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"躅𫗴",20,"足","竖,横折,横,竖,横,竖,提,点,横,竖,横折,竖,横折,横,横,竖,横折,横,横,横","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"踏泌",12,"足","竖,横折,横,竖,横,竖,提,点,斜钩,点,撇,点","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"蹽停",16,"足","竖,横折,横,竖,横,竖,提,点,横,竖,横折,横,点,横撇/横钩,横,竖钩","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"跂炕",11,"足","竖,横折,横,竖,横,竖,提,点,横,撇,横折弯钩/横斜钩","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"邓北",5,"阝","竖,横,提,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"鄃勐",10,"阝","横撇/横钩,竖钩,横,竖,横折,竖,竖,提,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"邽剑",9,"阝","撇,点,横,点,点,撇,提,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"崂埇",10,"山","竖,竖折/竖弯,竖,横撇/横钩,点,竖,横折钩,横,横,竖","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崂𫔎",15,"山","竖,竖折/竖弯,竖,横撇/横钩,点,横撇/横钩,竖钩,撇,竖,横折钩,撇,点,竖,横折,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"岠钔",6,"山","竖,竖折/竖弯,竖,点,竖,横折钩","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"嵯晱",11,"山","竖,竖折/竖弯,竖,点,撇,撇,点,点,撇,撇,捺","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崞湴",11,"山","竖,竖折/竖弯,竖,点,撇,横,竖,竖,点,撇,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"峧犏",12,"山","竖,竖折/竖弯,竖,点,横折,横,撇,竖,横折钩,横,竖,竖","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"嶒蟮",15,"山","竖,竖折/竖弯,竖,点,撇,横,横,横,竖,点,撇,横,竖,横折,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"嶟炕",7,"山","竖,竖折/竖弯,竖,点,横,撇,横折弯钩/横斜钩","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崦叶",5,"山","竖,竖折/竖弯,竖,横,竖","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崂饨",7,"山","竖,竖折/竖弯,竖,横,竖折/竖弯,竖,竖弯钩","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"猬驼",8,"犭","撇,弯钩,撇,点,点,横撇/横钩,撇,竖弯钩","撇,弯钩,撇",0,1,NA,NA,"",NA
"獴侪",9,"犭","撇,弯钩,撇,点,横,撇,捺,撇,竖","撇,弯钩,撇",0,1,NA,NA,"",NA
"狲蚊",7,"犭","撇,弯钩,撇,点,横,撇,捺","撇,弯钩,撇",0,1,NA,NA,"",NA
"犷崆",11,"犭","撇,弯钩,撇,点,点,横撇/横钩,撇,点,横,竖,横","撇,弯钩,撇",0,1,NA,NA,"",NA
"玃蝣",12,"犭","撇,弯钩,撇,点,横,横折钩,撇,撇,横,横撇/横钩,竖钩,横","撇,弯钩,撇",0,1,NA,NA,"",NA
"猡硁",8,"犭","撇,弯钩,撇,横撇/横钩,点,横,竖,横","撇,弯钩,撇",0,1,NA,NA,"",NA
"晙悦",11,"日","竖,横折,横,横,点,撇,竖,横折,横,撇,竖弯钩","竖,横折,横,横",0,1,NA,NA,"",NA
"旷垟",10,"日","竖,横折,横,横,点,撇,横,横,横,竖","竖,横折,横,横",0,1,NA,NA,"",NA
"晙镳",19,"日","竖,横折,横,横,点,横,撇,横折,竖,竖,横,横,竖提,撇,竖弯钩,点,点,点,点","竖,横折,横,横",0,1,NA,NA,"",NA
"旷蹁",13,"日","竖,横折,横,横,点,横折,横,撇,竖,横折钩,横,竖,竖","竖,横折,横,横",0,1,NA,NA,"",NA
"暶滚",14,"日","竖,横折,横,横,点,横,撇,点,撇折,点,撇,竖提,撇,捺","竖,横折,横,横",0,1,NA,NA,"",NA
"昤诧",10,"日","竖,横折,横,横,点,点,横撇/横钩,撇,横,竖弯钩","竖,横折,横,横",0,1,NA,NA,"",NA
"昣琔",12,"日","竖,横折,横,横,点,点,横撇/横钩,横,竖,横,撇,捺","竖,横折,横,横",0,1,NA,NA,"",NA
"晦焞",12,"日","竖,横折,横,横,点,横,竖,横折,横,横撇/横钩,竖钩,横","竖,横折,横,横",0,1,NA,NA,"",NA
"昨璃",14,"日","竖,横折,横,横,点,横,撇,点,竖折/竖弯,竖,竖,横折钩,撇折,点","竖,横折,横,横",0,1,NA,NA,"",NA
"昽唁",11,"日","竖,横折,横,横,点,横,横,横,竖,横折,横","竖,横折,横,横",0,1,NA,NA,"",NA
"忞簠",17,"心","撇,横,点,撇,横,点,横,竖,横折,横,横,竖,点,点,斜钩,点,点","点,斜钩,点,点",0,1,NA,NA,"",NA
"陀聍",7,"阝","横折折折钩/横撇弯钩,竖,点,点,横撇/横钩,横,竖钩","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"裥诵",12,"衤","点,横撇/横钩,竖,撇,点,横撇/横钩,点,竖,横折钩,横,横,竖","点,横撇/横钩,竖,撇,点",0,1,NA,NA,"",NA
"襦涵",13,"衤","点,横撇/横钩,竖,撇,点,横撇/横钩,竖钩,点,提,撇,点,竖折/竖弯,竖","点,横撇/横钩,竖,撇,点",0,1,NA,NA,"",NA
"睛潽",17,"目","竖,横折,横,横,横,点,撇,横,竖,竖,点,撇,横,竖,横折,横,横","竖,横折,横,横,横",0,1,NA,NA,"",NA
"眩椋",13,"目","竖,横折,横,横,横,点,横,竖,横折,横,竖钩,撇,点","竖,横折,横,横,横",0,1,NA,NA,"",NA
"眯嚎",19,"目","竖,横折,横,横,横,点,横,竖,横折,横,点,横撇/横钩,横,撇,弯钩,撇,撇,撇,捺","竖,横折,横,横,横",0,1,NA,NA,"",NA
"瞫玻",10,"目","竖,横折,横,横,横,横撇/横钩,撇,竖,横撇/横钩,捺","竖,横折,横,横,横",0,1,NA,NA,"",NA
"眶径",10,"目","竖,横折,横,横,横,横撇/横钩,点,横,竖,横","竖,横折,横,横,横",0,1,NA,NA,"",NA
"睁砄",9,"目","竖,横折,横,横,横,横折,横,撇,捺","竖,横折,横,横,横",0,1,NA,NA,"",NA
"刚鸫",7,"刂","横,撇折,竖钩,撇,点,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"酰榷",17,"酉","横,竖,横折,撇,竖折/竖弯,横,横,点,横撇/横钩,撇,竖,点,横,横,横,竖,横","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"醺腋",15,"酉","横,竖,横折,撇,竖折/竖弯,横,横,点,横,撇,竖,撇,横撇/横钩,点,捺","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"穜搒",15,"禾","撇,横,竖,撇,点,点,横,点,撇,点,横撇/横钩,点,横,横折钩,撇","撇,横,竖,撇,点",0,1,NA,NA,"",NA
"秭铰",11,"禾","撇,横,竖,撇,点,点,横,撇,点,撇,捺","撇,横,竖,撇,点",0,1,NA,NA,"",NA
"稔蛘",11,"禾","撇,横,竖,撇,点,点,撇,横,横,横,竖","撇,横,竖,撇,点",0,1,NA,NA,"",NA
"秭跻",11,"禾","撇,横,竖,撇,点,点,横,撇,捺,撇,竖","撇,横,竖,撇,点",0,1,NA,NA,"",NA
"稗𫢸",13,"禾","撇,横,竖,撇,点,点,撇,竖,横折,横,横,横,竖","撇,横,竖,撇,点",0,1,NA,NA,"",NA
"秒涴",13,"禾","撇,横,竖,撇,点,点,点,横撇/横钩,撇,横撇/横钩,点,横折钩,竖弯钩","撇,横,竖,撇,点",0,1,NA,NA,"",NA
"穄搏",15,"禾","撇,横,竖,撇,点,横,竖,横折,横,横,竖,点,横,竖钩,点","撇,横,竖,撇,点",0,1,NA,NA,"",NA
"𨐈摊",14,"车","横,撇折,竖,提,横撇/横钩,点,撇,竖,点,横,横,横,竖,横","横,撇折,竖,提",0,1,NA,NA,"",NA
"辕鞁",9,"车","横,撇折,竖,提,横撇/横钩,撇,竖,横撇/横钩,捺","横,撇折,竖,提",0,1,NA,NA,"",NA
"闻魅",8,"门","点,竖,横折钩,横,横,竖,撇,捺","点,竖,横折钩",0,1,NA,NA,"",NA
"禛珫",10,"礻","点,横撇/横钩,竖,点,点,横,撇折,点,撇,竖弯钩","点,横撇/横钩,竖,点",0,1,NA,NA,"",NA
"祆拉",9,"礻","点,横撇/横钩,竖,点,点,横,点,撇,横","点,横撇/横钩,竖,点",0,1,NA,NA,"",NA
"馉佯",9,"饣","撇,横撇/横钩,竖提,点,撇,横,横,横,竖","撇,横撇/横钩,竖提",0,1,NA,NA,"",NA
"庾瘗",12,"广","点,横,撇,横,点,撇,横,撇,捺,横,竖,横","点,横,撇",0,1,NA,NA,"",NA
"座疳",8,"广","点,横,撇,横,竖,竖,横,横","点,横,撇",0,1,NA,NA,"",NA
"崮炎",7,"山","竖,竖折/竖弯,竖,点,撇,撇,捺","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崮芦",7,"山","竖,竖折/竖弯,竖,点,横折,横,撇","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崽茺",9,"山","竖,竖折/竖弯,竖,点,横,撇折,点,撇,竖弯钩","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崟叁",9,"山","竖,竖折/竖弯,竖,横,撇,捺,横,横,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"巍藓",17,"山","竖,竖折/竖弯,竖,撇,横撇/横钩,竖,横折,横,竖,横,提,点,撇,横,横,横,竖","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"星崀",11,"日","竖,横折,横,横,点,横折,横,横,竖提,撇,捺","竖,横折,横,横",0,1,NA,NA,"",NA
"昪薸",18,"日","竖,横折,横,横,点,点,提,横,竖,横折,竖,竖,横,横,横,竖钩,撇,点","竖,横折,横,横",0,1,NA,NA,"",NA
"垩光",7,"土","竖,点,撇,横,横,竖,横","横,竖,横",0,1,NA,NA,"",NA
"糇释",11,"米","点,撇,横,竖,撇,点,横撇/横钩,捺,横,横,竖","点,撇,横,竖,撇,点",0,1,NA,NA,"",NA
"鞧狺",16,"革","横,竖,竖,横,竖,横折,横,横,竖,点,横,横,横,竖,横折,横","横,竖,竖,横,竖,横折,横,横,竖",0,1,NA,NA,"",NA
"鞁吭",13,"革","横,竖,竖,横,竖,横折,横,横,竖,点,横,撇,横折弯钩/横斜钩","横,竖,竖,横,竖,横折,横,横,竖",0,1,NA,NA,"",NA
"桌笔",10,"木","撇,横,点,撇,横,点,横,竖,撇,捺","横,竖,撇,捺",0,1,NA,NA,"",NA
"朵鉴",9,"木","竖,竖,撇,横,点,横,竖,撇,捺","横,竖,撇,捺",0,1,NA,NA,"",NA
"役铱",9,"彳","撇,撇,竖,点,横,撇,竖提,撇,捺","撇,撇,竖",0,1,NA,NA,"",NA
"徜楦",12,"彳","撇,撇,竖,点,点,横撇/横钩,横,竖,横折,横,横,横","撇,撇,竖",0,1,NA,NA,"",NA
"御皖",10,"彳","撇,撇,竖,点,点,横撇/横钩,横,横,撇,竖弯钩","撇,撇,竖",0,1,NA,NA,"",NA
"劢邺",7,"力","竖,竖,点,撇,提,横折钩,撇","横折钩,撇",0,1,NA,NA,"",NA
"氰瘪",14,"气","撇,横,横,横折弯钩/横斜钩,撇,竖,横折,横,横,横,撇,捺,撇,竖弯钩","撇,横,横,横折弯钩/横斜钩",0,1,NA,NA,"",NA
"厅超",7,"厂","横,撇,横折钩,撇,竖,横折,横","横,撇",0,1,NA,NA,"",NA
"殣镕",14,"歹","横,撇,横撇/横钩,点,点,点,横撇/横钩,撇,点,撇,捺,竖,横折,横","横,撇,横撇/横钩,点",0,1,NA,NA,"",NA
"耱澉",17,"耒","横,横,横,竖,撇,点,横撇/横钩,横,竖,竖,横,横,提,撇,横,撇,捺","横,横,横,竖,撇,点",0,1,NA,NA,"",NA
"起者",11,"走","横,竖,横,竖,横,撇,捺,竖,横折,横,横","横,竖,横,竖,横,撇,捺",0,1,NA,NA,"",NA
"趄匹",9,"走","横,竖,横,竖,横,撇,捺,撇,竖弯钩","横,竖,横,竖,横,撇,捺",0,1,NA,NA,"",NA
"𬸦塾",16,"鸟","点,横,竖,横折,横,横撇/横钩,竖钩,提,撇,横折弯钩/横斜钩,点,撇,横折钩,点,竖折折钩,横","撇,横折钩,点,竖折折钩,横",0,1,NA,NA,"",NA
"拳夔",22,"手","点,撇,横,撇,竖,横折,横,横,横,竖,横,竖,提,横折,横,竖弯钩,撇,点,撇,横,横,竖钩","撇,横,横,竖钩",0,1,NA,NA,"",NA
"拿亟",11,"手","横撇/横钩,竖钩,竖,横折,横,横撇/横钩,点,撇,横,横,竖钩","撇,横,横,竖钩",0,1,NA,NA,"",NA
"呆蕺",15,"口","竖,横折,横,竖,横折,横,横,竖,竖,横,横,提,斜钩,撇,点","竖,横折,横",0,1,NA,NA,"",NA
"呆薨",16,"口","竖,横折,横,竖,横折,竖,竖,横,点,横撇/横钩,横,撇,横撇/横钩,点,撇,竖弯钩","竖,横折,横",0,1,NA,NA,"",NA
"炙笕",10,"火","撇,横,点,撇,横,点,点,撇,撇,捺","点,撇,撇,捺",0,1,NA,NA,"",NA
"常砻",8,"巾","横,撇,竖弯钩,撇,点,竖,横折钩,竖","竖,横折钩,竖",0,1,NA,NA,"",NA
"羧峄",11,"羊","点,撇,横,横,横,撇,横撇/横钩,捺,横,横,竖","点,撇,横,横,横,撇",0,1,NA,NA,"",NA
"冢嵬",11,"冖","点,横撇/横钩,撇,竖,横折,横,横,撇,竖弯钩,撇折,点","点,横撇/横钩",0,1,NA,NA,"",NA
"形郧",10,"彡","竖,横折,横,竖,横折,撇,点,撇,撇,撇","撇,撇,撇",0,1,NA,NA,"",NA
"梦赜",15,"木","横,竖,撇,点,横,竖,竖,横折,横,竖,竖折/竖弯,横,横,竖,横","横,竖,撇,点",0,1,NA,NA,"",NA
"玺负",7,"玉","撇,横撇/横钩,横,横,竖,横,点","横,横,竖,横,点",0,1,NA,NA,"",NA
"蹩留",12,"足","撇,竖提,点,横折钩,撇,竖,横折,横,竖,横,撇,捺","竖,横折,横,竖,横,撇,捺",0,1,NA,NA,"",NA
"存质",7,"子","撇,撇,横,竖,横撇/横钩,竖钩,横","横撇/横钩,竖钩,横",0,1,NA,NA,"",NA
"叟学",7,"又","点,点,撇,点,横撇/横钩,横撇/横钩,捺","横撇/横钩,捺",0,1,NA,NA,"",NA
"巩峿",10,"工","横,竖,提,横,竖,横折,横,竖,横折,横","横,竖,提",0,1,NA,NA,"",NA
"卺架",7,"厄","横折钩,撇,竖,横折,横,横折钩,竖弯钩","横折钩,竖弯钩",0,1,NA,NA,"",NA
"甪酋",7,"用","点,撇,撇,横折钩,横,横,竖","撇,横折钩,横,横,竖",0,1,NA,NA,"",NA
"苜令",6,"艹","横,竖,竖,点,横撇/横钩,点","横,竖,竖",0,1,NA,NA,"",NA
"艿伞",7,"艹","横,竖,竖,点,撇,横,竖","横,竖,竖",0,1,NA,NA,"",NA
"荄冬",5,"艹","横,竖,竖,点,点","横,竖,竖",0,1,NA,NA,"",NA
"葵彝",18,"艹","横,竖,竖,点,撇,横,竖,撇,点,撇折,撇折,点,竖钩,撇,点,横,撇,竖","横,竖,竖",0,1,NA,NA,"",NA
"芣羹",16,"艹","横,竖,竖,点,点,点,点,点,撇,横,横,竖,横,横,撇,捺","横,竖,竖",0,1,NA,NA,"",NA
"菊壸",11,"艹","横,竖,竖,点,横撇/横钩,横,竖,竖,点,撇,横","横,竖,竖",0,1,NA,NA,"",NA
"蕖㠇",15,"艹","横,竖,竖,点,横,竖,横折,横,竖钩,撇,点,横,撇,竖弯钩,点","横,竖,竖",0,1,NA,NA,"",NA
"藠燊",15,"艹","横,竖,竖,点,撇,撇,点,点,撇,撇,点,横,竖,撇,捺","横,竖,竖",0,1,NA,NA,"",NA
"芭声",7,"艹","横,竖,竖,横折,竖,横,撇","横,竖,竖",0,1,NA,NA,"",NA
"莰岽",8,"艹","横,竖,竖,横,撇折,竖钩,撇,点","横,竖,竖",0,1,NA,NA,"",NA
"蘩寨",14,"艹","横,竖,竖,横,横,竖,竖,横,撇,捺,横,竖钩,撇,点","横,竖,竖",0,1,NA,NA,"",NA
"苋写",6,"艹","横,竖,竖,横,竖折折钩,横","横,竖,竖",0,1,NA,NA,"",NA
"荖嵌",12,"艹","横,竖,竖,横,竖,竖,横,横,撇,横撇/横钩,撇,捺","横,竖,竖",0,1,NA,NA,"",NA
"艺笸",8,"艹","横,竖,竖,横,竖,横折,横,竖折/竖弯","横,竖,竖",0,1,NA,NA,"",NA
"菖毙",9,"艹","横,竖,竖,横,撇,横撇/横钩,点,撇,竖弯钩","横,竖,竖",0,1,NA,NA,"",NA
"芟定",8,"艹","横,竖,竖,横,竖,横,撇,捺","横,竖,竖",0,1,NA,NA,"",NA
"葖亵",13,"艹","横,竖,竖,横,竖钩,提,撇,横折弯钩/横斜钩,点,撇,竖提,撇,捺","横,竖,竖",0,1,NA,NA,"",NA
"茝云",6,"艹","横,竖,竖,横,撇折,点","横,竖,竖",0,1,NA,NA,"",NA
"𬞟簸",16,"艹","横,竖,竖,横,竖,竖,横,横,横,撇,点,横撇/横钩,撇,竖,横撇/横钩,捺","横,竖,竖",0,1,NA,NA,"",NA
"荽叁",9,"艹","横,竖,竖,横,撇,捺,横,横,横","横,竖,竖",0,1,NA,NA,"",NA
"蓁羑",10,"艹","横,竖,竖,横,横,竖,横,撇,横撇/横钩,捺","横,竖,竖",0,1,NA,NA,"",NA
"薸乔",8,"艹","横,竖,竖,横,撇,捺,撇,竖","横,竖,竖",0,1,NA,NA,"",NA
